gc_epsgc,Y_epsgc,C_epsgc,I_epsgc,np_epsgc,hp_epsgc,ng_epsgc,hg_epsgc,u_epsgc,thet_epsgc,fp_epsgc,fg_epsgc,wp_epsgc,wupper_epsgc,wlower_epsgc,surplus_epsgc,lamb_epsgc,pm_epsgc,pi_epsgc,r_epsgc,i_epsgc,benefit_epsgc,gs_epsgc,b_epsgc,N_epsgc,Op_epsgc,Ogtrue_epsgc,OgN_epsgc,xx_epsgc
3.4500000000145,0.439652564276202,-0.233325497248053,0.153693881116346,0,0.686962696898319,0,-0.356173873155375,0,0.233122399694419,0.0428045637236529,-0.00286534855389112,0.576148792529113,0.43908126097173,-0.248311311335037,0.190769949636693,0.233325497248057,0.436816279183863,0.119059082696205,0.10434152898334,0.0149983341798166,0,-0.356173873155374,0.114191902315094,0.126827288003492,0.180197262617257,0.180197262617257,-0.00206621709082911,0.514892706097496
3.10500000001304,0.337327924975949,-0.278293479539742,-0.0168652619002256,0.0436606549980567,0.52237321274397,-0.00292265552480353,0.155748730274607,-0.0407379994731907,0.0551449536603021,0.00913865845780237,0.00030893719435536,0.48732731555815,0.271572909668283,-0.0891793368393956,0.182393572828876,0.278293479539749,0.229901442434171,0.059366383104309,0.0668765166740887,0.0215121935376539,-1.19817645509391,0.154356989548499,0.303086026331043,0.145356738651331,0.225675545686642,0.225675545686641,-0.00848227967682242,0.311405853691084
2.79450000001174,0.263452334579926,-0.285453876691507,-0.249301510263013,0.039575365519684,0.408381467439809,-0.00357893594235548,0.37791020765058,-0.0359964295772869,0.00441341635089021,-6.15202884080013e-05,0.00081763975830762,0.331294435196755,0.175789428056183,-0.0434416407495419,0.132347787306641,0.285453876691508,0.112309975793348,0.0278121029479106,0.0443559090552423,0.0235962539084644,-1.05871851697976,0.376205952439934,0.523335878931499,0.153570413717603,0.228900948500655,0.228900948500655,-0.00592010357654199,0.189525207826889
2.51505000001057,0.210182717340463,-0.275149332431839,-0.435564615297319,0.0276543689444742,0.329306622024263,-0.00359131971161553,0.447424868913287,-0.0240630492328794,-0.00910939684301004,-0.00225545588654619,0.000694807227081748,0.215485141323529,0.119181382671985,-0.0292460351328461,0.0899353475391385,0.275149332431843,0.0476945324641165,0.0123478594924675,0.0311085400752933,0.0235434745951668,-0.707736742143904,0.445714716669665,0.747207549716291,0.151324091417684,0.216742169793232,0.216742169793232,-0.00302069761901544,0.117108513561778
2.2635450000095,0.171326343347701,-0.258350648071991,-0.546231847372732,0.0174123660610093,0.275022539599223,-0.00343401936657439,0.444550908840767,-0.0139783466945598,-0.011033401398286,-0.00236446413386382,0.000474189355152699,0.143047610140168,0.0857808210558919,-0.0243719868844194,0.0614088341714725,0.258350648071992,0.0152721464357852,0.00580305125150726,0.0239029588686393,0.0226057748141217,-0.411127843958179,0.442915661523352,0.95918201848785,0.143541538112126,0.200161312311388,0.200161312311388,-0.00113055873253117,0.0751197434597459
2.03719050000856,0.142300285401831,-0.240433507819291,-0.587018570093082,0.0103712176733328,0.237352028318497,-0.00325448538052164,0.413031711647202,-0.007116732292832,-0.00951595042201214,-0.00191964043908532,0.000289339824711271,0.100175140518322,0.0658796183668264,-0.0221498872303161,0.0437297311365104,0.240433507819286,0.00109635146193554,0.00378440356885168,0.0203303077270636,0.0214096562537458,-0.209315655672151,0.411481956704107,1.15206129647405,0.133868558956836,0.183688516044459,0.183688516044459,-0.000101615567576693,0.0509537752827915
1.8334714500077,0.119905408320782,-0.223660053090511,-0.575694941107412,0.00603816788335987,0.210338789901447,-0.00309613008514509,0.374686921234559,-0.00294203779817315,-0.00740834553986103,-0.00143153726060996,0.000162317713483726,0.074749225319376,0.0535657128797218,-0.0204858077326397,0.0330799051470709,0.223660053090512,-0.00353664318065938,0.00377981527481808,0.0187670868698045,0.0202305134224146,-0.0865305234765726,0.373212573574971,1.32357100538228,0.124237157345239,0.168945362520391,0.16894536252039,0.000393314386232208,0.0367424227163955
1.65012430500694,0.102011014872496,-0.208699528908459,-0.531066898279331,0.00357516567417449,0.189949403786983,-0.00296609809571913,0.338993141200399,-0.000609067578455358,-0.00569372752005082,-0.00106020125660855,8.47351116248923e-05,0.0588425909728962,0.0453580255069252,-0.0187761258031771,0.0265818997037481,0.208699528908459,-0.00371258953047793,0.00446076870346257,0.0181985897730358,0.0191617344445394,-0.017913752308737,0.337580713535768,1.47404536044706,0.115437990248137,0.156239399483579,0.156239399483578,0.000601805229375422,0.0278427816863901
1.48511187450623,0.0872479599945451,-0.195500400980364,-0.468598242640152,0.00225824973920652,0.173609637352996,-0.0028591226562541,0.309002504429632,0.000600872917047579,-0.0046193603107203,-0.0008336257522501,4.22233574683822e-05,0.0478693785313511,0.0393064936842435,-0.0169295683812631,0.0223769253029804,0.195500400980354,-0.0021964369905525,0.00519613713865219,0.0180349207850178,0.0182124034594944,0.0176727328531037,0.307641017450466,1.60501744259927,0.107651040802536,0.145345116827937,0.145345116827937,0.000674559878945451,0.0216718446450393
1.33660068705561,0.0747570679474299,-0.183754232746068,-0.39937657845319,0.00157086969831965,0.159761408396072,-0.00276690026373982,0.284778948765159,0.00119603056539935,-0.00413973431888648,-0.000731144065785339,2.19126065847952e-05,0.0394013640986901,0.0343848986049,-0.0150166049721623,0.0193682936327377,0.183754232746071,-0.000356885808846519,0.00573773908680852,0.0179611558429812,0.0173597832638261,0.0351773695693245,0.283461377210992,1.71843197454779,0.100784967293509,0.135883028594199,0.135883028594199,0.000692786361086488,0.0168864399906732
1.20294061835005,0.0640033977407984,-0.173118475289309,-0.330547143737455,0.00118447939223554,0.147508362902276,-0.00268179761098164,0.265256348851369,0.00149731821885019,-0.0041112046212155,-0.000718607985700226,1.42643182113322e-05,0.0322643748950302,0.0300946408628766,-0.0131359489367822,0.0169586919261056,0.173118475289312,0.00122326334795253,0.00602963447651206,0.0178288340581631,0.016574911086753,0.0440387711416604,0.263979302369938,1.81624636604606,0.0946621760907314,0.127488242207676,0.127488242207676,0.000695315125854438,0.0128449988190785
1.08264655651505,0.0546490682378921,-0.163306373795902,-0.26622708750878,0.000910790361130509,0.136360037755978,-0.00259807386687738,0.249152933742755,0.00168728350589259,-0.00437879935831775,-0.00076314092191665,1.29521370212382e-05,0.0259530064267766,0.0262187057628704,-0.0113671397701798,0.0148515659926796,0.163306373795909,0.00236929413064413,0.00609981314987351,0.0175833766603573,0.0158332516557058,0.0496259854666208,0.247915755710915,1.90025625012255,0.0891063963069049,0.119870690127188,0.119870690127188,0.000697666876866924,0.00927536259891642
0.974381900863542,0.0464713570048761,-0.15410974329266,-0.208434011901325,0.000655035731655929,0.126060464202077,-0.00251199997244878,0.235357432079651,0.00185696424079285,-0.00481105934835302,-0.000838400044589349,1.41552068459033e-05,0.0202848310171866,0.0226773197756103,-0.00975928105133583,0.0129180387242744,0.154109743292666,0.00309506859464403,0.00600329108624287,0.0172186478179612,0.0151177136044733,0.054616595316311,0.234161241616576,1.97204085803361,0.0839758201558507,0.112823649036202,0.112823649036202,0.000703825301136981,0.00608198560665383
0.876943710777188,0.0393127894403383,-0.145392063096823,-0.157847664965187,0.000379244889825436,0.116480385667777,-0.00242153972128401,0.223042633317332,0.0020422948313753,-0.00530959731093184,-0.0009254496764588,1.57938486781972e-05,0.0152116873469277,0.0194486781668557,-0.00833412783584064,0.0111145503310262,0.145392063096831,0.00348435428499716,0.00579532486444378,0.0167502902326533,0.0144182213363431,0.0600674950396898,0.221889519164359,2.03296590467134,0.0791691070055303,0.106211135111158,0.106211135111158,0.000712886795238093,0.00324155665057715
0.789249339699472,0.0330523272573661,-0.137071645539637,-0.114366062680536,7.65809875513668e-05,0.107553496784123,-0.00232591482265954,0.211654129788398,0.00224933383512899,-0.00580726627593675,-0.0010118139387949,1.68960001926954e-05,0.0107257902998925,0.0165289577623629,-0.00709354104280191,0.00943541671956094,0.137071645539637,0.00363250589776709,0.0055210749256851,0.0162011836781217,0.0137300749215807,0.0661568775032885,0.210546551301427,2.08420940705831,0.0746198774598088,0.099949621716545,0.0999496217165447,0.000722489387241619,0.000751376289489501
0.710324405729526,0.0275896601473987,-0.129104243493292,-0.0774789831112095,-0.000245069455395708,0.0992411576559545,-0.0022251981469934,0.200853646576301,0.00247026760236829,-0.00626215888982484,-0.00108998730779519,1.71358286626261e-05,0.00681905226900814,0.0139145923700568,-0.00602696219922372,0.00788763017083305,0.129104243493285,0.0036219511726121,0.00521346987836235,0.0155942538957773,0.0130521718364252,0.0726549294805975,0.199794028411077,2.12679285632545,0.0702878385531159,0.0939910014821243,0.0939910014821241,0.000730371145482677,-0.00139279505767053
0.639291965156576,0.0228371692607789,-0.121468768696918,-0.0465012165241261,-0.000572729874526168,0.091514426362801,-0.00211998708275762,0.190455658087858,0.00269271695720052,-0.00665096100435081,-0.00115598881833545,1.65266174072254e-05,0.00346989078191529,0.0115962328352204,-0.00511733506702861,0.00647889776819177,0.121468768696915,0.00351512404946242,0.00489461016659476,0.0149494534520137,0.0123855242713855,0.0791975575642647,0.189446140429406,2.16160990988545,0.0661502857956123,0.0883092062712438,0.0883092062712436,0.000734925591212833,-0.00320370732363768
0.575362768640919,0.0187161029566884,-0.114156941589964,-0.0207076518795791,-0.000893433572124458,0.0843459720633397,-0.00201116413914293,0.180373316931833,0.0029045977112882,-0.00696315581777407,-0.00120818013374935,1.52317991646694e-05,0.000642666333400266,0.00955821039526628,-0.00434520171863628,0.0052130086766411,0.114156941589963,0.00335538490473075,0.00457827619357865,0.0142829288102539,0.0117321814240734,0.0854293444488898,0.179415619722728,2.18944994994274,0.0621953486848515,0.0828907346627537,0.0828907346627535,0.000735272051460948,-0.00470264248454693
0.517826491776832,0.0151548903980946,-0.10716645216801,0.000595540249117448,-0.00119651979457736,0.0777072149872469,-0.00189973308450941,0.170578103119801,0.00309625287906595,-0.00719652595156939,-0.00124638801826116,1.34580259682909e-05,-0.00170821195235593,0.00778013505385866,-0.00369123265092641,0.00408890240293225,0.107166452168008,0.00317084031239978,0.00427240474516477,0.0136072084714389,0.0110945221642345,0.0910662611481034,0.169673468317655,2.21101633465704,0.0584171819284092,0.0777284625746294,0.0777284625746292,0.00073112872979639,-0.00591689731327372
0.466043842599142,0.0120884261973252,-0.100496814122537,0.0180386428593364,-0.00147433289610088,0.0715679566598454,-0.00178671344111536,0.161072344916623,0.00326104633732033,-0.00735391211228453,-0.00127129480224086,1.14009499924128e-05,-0.00363337986411527,0.00623895386029361,-0.0031375994019367,0.00310135445835691,0.100496814122535,0.00297858087272784,0.00398110323218681,0.0129317750202529,0.0104748348389805,0.0959131275672741,0.160221528992266,2.22694015935148,0.0548128205686962,0.0728178920025736,0.0728178920025734,0.000722635034911303,-0.00687686714692793
0.419439458339237,0.0094577183954879,-0.094147093292596,0.0321781980270128,-0.00172210365234626,0.0658969984043201,-0.00167307688320184,0.151871905074283,0.00339518053569382,-0.00744100186806929,-0.001284036785687,9.2224603294444e-06,-0.00518440622152005,0.00491074875295094,-0.0026685757669398,0.00224217298601115,0.0941470932925922,0.00278830839247401,0.00370612061546538,0.0122637032113099,0.00987509780627782,0.0998582510490906,0.15107520179658,2.23779058341331,0.0513802829787337,0.06815506290162,0.0681550629016198,0.000710188647364118,-0.0076136111001003
0.377495512505314,0.00720961561312938,-0.088114842156266,0.0434982493148549,-0.00193748001509064,0.0606629937885719,-0.00155971211966699,0.142996111165265,0.00349719213486172,-0.00746488798037959,-0.00128595174394008,7.04517956716388e-06,-0.00641091335830124,0.00377205092874089,-0.00227067103453216,0.00150137989420873,0.0881148421562768,0.00260506883523415,0.00344784275769783,0.011608227139645,0.00929688908528625,0.102858592201339,0.142253391108277,2.24408268392112,0.0481175303390394,0.0637355220079694,0.0637355220079693,0.000694319699087791,-0.00815713679988774
0.339745961254781,0.00529650355751185,-0.0823957533768541,0.052416728145897,-0.00211996545085302,0.0558352050244913,-0.00144740827315304,0.134462462708083,0.00356737372400606,-0.00743316668462279,-0.00127842736612482,4.95538743996993e-06,-0.00735884817323895,0.0028006797573088,-0.00193250873379291,0.000868171023515885,0.0823957533768538,0.00243114513287068,0.0032059247424554,0.0109691942959622,0.00874137248074724,0.104922756587606,0.133773220673244,2.24628359144861,0.0450219723564509,0.0595539182366268,0.0595539182366266,0.000675603791645941,-0.00853535418420925
0.305771365129299,0.0036759465340296,-0.076983705178769,0.059293518955861,-0.0022703923004963,0.0513840562177491,-0.00133684976263981,0.126284275190367,0.00360724206309448,-0.00735339733595186,-0.00126281491844016,3.00925918524098e-06,-0.00806964126357501,0.00197620101473062,-0.00164458866098727,0.000331612353732247,0.0769837051787625,0.00226728367039741,0.00297966938342942,0.0103494086759748,0.00820932461955692,0.106095354796698,0.125647680065283,2.24481745236281,0.0420902970316796,0.0556039407436773,0.0556039407436771,0.000654607326289874,-0.00877354761161674
0.275194228616369,0.00231028552940914,-0.0718709935157847,0.0644384677288867,-0.00239048155536992,0.0472814813038394,-0.00122861802261121,0.118470000211921,0.00361909957787704,-0.00723279486211093,-0.00124038339537891,1.23970665642792e-06,-0.00857997336455307,0.00128011478952583,-0.00139901394891062,-0.000118899159384789,0.0718709935157956,0.00211344250576784,0.00276823997180653,0.00975088201706498,0.00770118055408719,0.106444105231189,0.117884944010671,2.24006958674175,0.0393184769112843,0.0518784241806484,0.0518784241806482,0.000631856634963973,-0.00889420562277706
0.247674805754738,0.00116621493175253,-0.0670486313277581,0.0681185900166053,-0.00248249982071069,0.0435011050495456,-0.00112319705669606,0.111023415572018,0.00360569687749002,-0.00707806746957917,-0.00121229789460386,-3.37442148876099e-07,-0.00892191516922991,0.000695868859978965,-0.00118922707827984,-0.000493358218300877,0.0670486313277532,0.00196922056428406,0.00257077114387272,0.00917501548462069,0.00721708488740092,0.106049908161361,0.110488559830729,2.23239008117902,0.0367018601192942,0.0483695197119675,0.0483695197119673,0.000607823191176747,-0.00891707414987717
